D3DSZ1	O43236
P13385	Q5T3J3
Q96CS4	Q13263
P05783	Q9Y5B8
D3DV04	Q6FH21
Q53XL8	D3DWS9
P14373	Q59FP9
P14859	Q5T5H7
Q6FIF1	Q6IB64
Q9UNH7	Q13596
P23471	P21246
A5X2V1	B2R812
P53350	P28066
O75150	P06400
Q9H3M0	O95259
Q5T8L2	O95613
P36507	P15056
B3KY45	A8KA82
A8K107	B2R749
P53350	Q7Z5W2
Q13356	Q9BZJ0
A8K107	Q6IB64
B3KU66	B3KU66
Q9NWA0	Q9Y3C7
Q53FE8	Q96IF9
Q6ICQ9	P19838
P10145	Q5Y7A2
Q7Z699	Q8NCQ8
P11413	P11413
Q9GZS1	Q15572
Q00403	Q9Y6Q9
Q6FI14	Q8IWV1
Q12905	P78527
Q9UHX1	Q9UHX1
P00734	P22891
Q15102	Q5RL73
P02647	Q13790
Q6PD56	Q8WXE9
Q4W5C3	Q04756
O75528	Q96ES7
Q4VC03	O60383
Q86YW5	Q53XS4
Q9UKD1	Q9Y692
Q96ST3	Q9UK53
P13385	Q7L5N1
Q6IAZ3	Q96JR6
B1AHB0	Q9Y5N6
P13686	P11161
P22459	Q8NI35
Q15906	Q99750
Q6IBD6	Q9NPB9
A8K107	Q9NZD8
Q99741	P49736
Q64GB1	B3KWD0
Q96RU8	D3DTS5
Q9NWA0	Q15528
Q01844	D3DQE7
B3KPN7	Q69YP2
Q9UER7	P25445
B3KRE0	B3KM80
P16144	Q9UQC9
P54259	P98160
O60869	Q5U0J5
D3DRK2	Q57Z92
Q9Y4K4	D3DPB5
O60828	Q86TW5
O43464	D3DSD3
P04629	P04629
D3DSV2	P29083
Q5JY77	P20309
Q9H213	Q05CZ3
D3DR83	Q7LBY6
Q00987	Q4LE28
O14727	Q07817
P61201	P61201
D3DS06	P13489
D3DNF7	D3DRY6
Q5R371	D3DQ97
A6NP06	D3DXB9
A8K4G2	P11912
Q96HT3	Q59F09
Q9UEE9	D3DVV8
D3DVK1	Q8IYN9
Q05CA6	B1AQ17
Q13523	Q9Y2Y9
Q5M9N0	Q9NR46
P55211	O14727
Q9BV36	A2RU94
Q14286	P00734
Q92968	B4DZ45
Q9H5J8	P06746
Q7L5D6	Q96AC6
P29074	O43149
P05111	A4D1W7
A5D8V6	O14964
O60343	A8MSW4
Q53YD7	P20827
Q4JHT5	Q6IQ28
Q9BSD8	Q6IN79
Q99689	Q5UIP0
D3DPS1	Q5JR59
Q8N754	Q6LBS5
Q9UBZ4	Q13137
P51003	P09012
P25786	Q13137
O60674	P40763
P14780	P10145
P21127	Q9BTM9
D3DPJ2	P49757
Q8WUM4	Q6FGM0
Q15650	Q5T5H7
O96017	D3DX94
P51685	O15467
B3KRJ9	Q562F5
Q5T208	P49768
Q96MU8	O94907
P27694	P49736
Q7LBY6	Q13490
Q99689	Q7L2K0
P59190	P47224
P54132	D3DXC7
A8K107	D3DUI0
Q7Z7D3	Q7Z6A9
D3DTC0	Q9H0W9
P53779	Q9UPT6
Q8IYN9	P35568
Q00403	P10589
Q12955	Q9UJC3
P48742	D3DTE0
Q8TB76	Q8TB76
B2R6C3	D3DN59
P61925	P22694
Q53X53	Q53X53
Q13790	P02652
Q9UBE0	Q9UBT2
O60934	Q6IN79
O75925	D3DU69
P25098	P49407
O43295	Q59GV3
P35240	P04626
P56537	O75665
O75376	D3YJ43
B2RE76	Q3ZTS9
P08138	Q99523
Q3SWU9	P43246
P43364	Q96EZ8
D3DS33	O60674
Q4J6C1	O14920
Q9BVJ6	Q9BWC9
O15151	Q3LRW3
Q31604	P04233
C9JL99	Q96HD1
Q9UJY5	Q15276
Q6ICR7	A0N0Q0
Q02080	Q02080
A8K5N0	D3DP85
D3DR38	P02766
D3DTT3	P11362
B1AHC8	Q5TZP7
Q13131	P13569
O75832	Q00987
P23025	D3DSV2
Q53S56	Q6PIS6
Q9BV40	Q12846
P22459	D3DXB9
B3KRJ9	B3KRJ9
B0UXB7	B0LPF3
Q8WUM5	P17931
P25963	B1AHB0
B0LPF3	P08247
Q14764	P60484
Q9ULZ2	P42680
Q12840	B4DG66
P30154	P13569
P06213	Q9P084
Q15654	Q9H5Z6
Q9UH92	Q9Y6D9
A5YM55	O43312
Q99856	Q16254
D3DTI7	P09429
Q9H0H5	Q9P1M2
Q96FF1	Q5TGY3
Q6I9V2	Q96IZ0
D3DX43	Q9UPT6
Q96G78	A4GUK5
P55212	O60437
P17980	O75558
Q9H9D4	Q6FGG1
O60494	Q06AH7
Q6PIS6	P14210
Q6FGM0	O15169
P21246	D3DWS0
A5YM72	Q14669
P42166	P06400
Q96SB4	P08621
D3DR16	P25942
O95251	Q9NUA2
O14964	Q9BUH8
P54259	Q8NBH6
P05386	Q9H1I8
Q96KN1	P35221
A8K287	P13569
P23443	Q9BY77
Q8TAY0	P17936
Q9Y5N6	P49736
Q9NV31	B3KPV5
D3DP05	D3DQQ8
Q7L590	Q8NHQ1
P23458	P42226
O00268	B2R506
P54259	O75095
P02647	O14798
P26232	Q9NSC2
D3DNU1	D3DQP4
D3DN59	Q8IYN9
O60383	Q15102
Q9Y3C7	Q9BTY7
P53992	D3DW33
P49959	P24864
Q9BQY4	Q9UG85
D3DRY4	P98160
P14653	P14653
Q6ICQ9	Q53YD1
Q96IF9	O60674
Q9H422	Q13158
Q547Q3	B3KWD0
Q96PY6	Q12888
Q13867	P47914
Q6PIZ9	P20963
Q4ZG17	Q4ZG17
Q9Y3C5	Q6ZVM7
A8K107	D3DUR2
P24928	D3DX94
B4DIW5	A8K3M3
Q13315	O96017
Q7LBR1	O75643
B3KWD0	Q8WTY5
B0UXA9	O60763
O75469	Q5STP9
P55036	Q2TB39
O14964	O43318
P25963	Q15653
P02760	P02760
Q05CZ3	Q9HC62
P27169	P02647
D3DUQ1	O14832
P59998	Q8IXH7
Q96FF1	D3DPG3
Q86WX3	B0ZBD0
B3KM48	Q93034
Q9P0J1	Q05655
Q02962	D3DQP4
Q9BUP3	Q9HCD5
P10912	O60674
Q16637	P38432
B3KNG9	P09132
Q99935	P02808
Q8IWM4	P14920
B2RAH2	Q99750
Q6FHM8	Q6FHM8
Q16548	B0LPF3
Q9Y6D9	P51955
Q9HD36	Q6FH21
Q9P2S2	Q9GZR7
Q9Y566	Q6ZSZ9
Q92905	Q8WU17
D3DVK3	D3DVK3
Q96PQ1	Q53XS4
B3KXA2	Q05C41
Q92636	D3DUR1
Q16342	Q15653
P11362	D3DTH6
O00459	P04626
Q9Y6X8	P23511
Q01844	B0S7P4
Q6FHV6	Q9UHF5
D3DWA3	Q00403
Q9BZB8	Q9NP97
A8K107	Q6ZU52
B0YIY5	B0YIY4
Q53YE2	O43581
Q96ST3	D3DTI7
P30793	O95433
P33991	Q13416
A4D105	P49736
Q15276	Q8IY97
Q9UQE7	Q92845
P04155	Q86XP6
Q9NS87	Q9P2H0
B3KQW8	P09496
Q02241	P53350
P13489	Q53X86
P27694	D3DW02
Q9NVC6	Q3LRW3
P57740	Q8WUM0
Q96CW1	Q13422
Q6I9R7	Q15466
Q2TNI1	Q07889
Q4ZG09	Q4ZG09
P10912	P23458
P62308	Q96D03
P08246	P49913
Q6I9V2	B2RE76
Q96L73	Q5T5H7
Q99075	P16070
P17936	P00734
Q59GV6	Q9BVG4
D3DTS5	D3DTS5
Q5PSV4	D3DP38
D3DTN3	Q96H20
B3KNJ5	D3DTE0
Q8TF74	P42768
Q14025	P17676
Q15369	B7WPD3
P54259	Q9BSW2
Q6FGN3	Q6FGN3
Q9NY61	Q96IZ0
A8K6I5	P51587
Q5RKV6	Q13868
Q4LE28	P06454
P17301	D3DN42
Q9P2A4	Q96EV8
Q59F04	D3DTH6
Q6IN79	P07602
Q96FF1	Q9UGR2
Q8N6Y0	Q8N6Y0
Q8N5C8	D3DSE0
Q9BVJ6	P42858
P78396	Q9BSD8
Q9UDY2	Q6MZU1
O96019	P01106
Q99816	Q3LRW3
Q7LBY6	Q7LBY6
Q96I23	P37287
Q86UL8	P08588
Q86W07	B3KNI7
D3DU69	Q13867
O14948	O14948
P16410	A8K6I5
D3DVV8	P37840
O00401	Q6PD56
Q59F04	O00459
O95613	P23258
P00709	P00709
Q13113	Q7L5N1
D3DVK1	Q53YD7
Q08378	Q9HD26
Q15467	P23458
Q13111	D3DW02
D3DPM5	Q10570
Q13387	Q7Z5C1
Q96G78	Q96G78
O75052	Q9Y272
P55210	D3DTF2
Q14566	P49736
P55198	D3DX31
P36957	Q8TDM6
Q53XC8	Q53XM5
O43570	Q9H079
Q9Y5Y5	D3DVE7
A4D0W0	Q16342
P52948	P55735
D3DTG7	Q96AF9
Q5PSV4	Q9UK53
Q9UQL6	O43463
Q5TZN6	Q5TZN6
A4D1W7	D3DP85
A7E2E1	Q00613
Q6URC4	P26367
A8K0V9	O43663
Q08629	P50281
C6SUN5	A8CF34
D2JYI1	P14635
P41212	Q96ST3
P21246	O43765
O60674	B0LPF3
P62995	Q9Y6Y0
P05121	P05121
Q9P1Z2	Q8WYA6
A8K031	Q9Y3C0
Q9NQG5	Q9UGJ1
A2RU94	Q86TW5
Q8IY37	O75051
Q9BS59	Q8N754
Q96RI0	O00254
Q9NV58	Q96IF9
Q9UBP5	Q14469
P08138	Q15628
P55854	P49715
Q9HD26	Q9H461
Q9H0D6	Q6FIE9
Q8N2G3	Q6MZM7
P41134	Q2TB39
Q6ZSZ9	Q9Y5X1
D3DRS0	Q96B26
Q6PJ06	Q13144
Q99689	Q6PGQ7
Q549F0	B0UXA9
O94941	Q96IF9
Q15596	P35398
P43403	Q13094
D3DPX6	Q9P084
P16871	P23458
O75478	O14964
A8K107	Q05516
B3KU66	D3DW02
B3KT07	D3DRI5
O00231	D3DR83
Q9BWT7	Q5VUF1
P20963	P10747
O60566	Q02224
D3DX47	D3DU82
P09496	D3DU00
Q9Y383	Q96EY7
Q8IYN9	O60674
Q53YD7	Q9P2J5
Q96B26	Q96B26
P01286	Q02643
D3DRH6	D3DVR9
D3DVV8	Q4W597
Q5JU96	Q8IYF1
D3DSD3	P49768
Q92905	Q13485
Q6ZQV4	Q6ZQV4
Q6N065	Q6N065
B0AZM9	Q6FH21
Q5T5H7	P36956
Q14686	Q05DL5
P51948	Q5T3J3
O95751	D3DR76
Q9H1D9	Q92994
C7FDY0	Q53T23
Q53XL1	Q9HB75
P08575	O60674
P24864	P28749
Q9Y3C7	Q9H1I8
Q92994	P28749
Q9NZN8	O75175
Q13258	P63092
Q8NCQ8	D3DTZ0
Q15628	Q15628
Q6ICU9	D3DSU7
Q6IQ28	O60674
O15116	P08575
Q9Y572	D3DUR1
P02679	P02679
P49840	D3DV04
D3DVM9	O60674
Q13873	P33241
P16070	Q9NZN5
D3DSH6	O95405
O00233	Q2TB39
P34981	P49407
Q9NPP4	Q9HC29
Q86VK0	Q99816
Q6IBB3	O60341
Q96KJ9	P99999
Q9Y6B2	Q00987
Q6I9V2	Q9Y3M9
A8K3M3	O60674
Q92973	D3DS49
A8K107	P47897
Q9HD26	Q9HD26
P06213	A8K3D1
A1Z5I9	Q13315
Q12830	Q8NFN7
Q9UMZ2	Q8IY97
Q9Y5V3	Q9Y5U8
Q96FF1	Q53QU8
Q8WV28	Q53XS4
Q92496	P01024
D3DVU3	Q4LE63
Q53YK7	P02649
A5D6Y3	O60934
O14732	Q15011
P27694	P27694
Q9BWC9	Q5RL73
P42081	P10747
Q9P2H0	P82932
P10145	P10145
Q5T5H7	P04626
P54259	P02686
P19388	P62875
P23511	P49715
Q5T4S7	Q05C41
Q9UKW4	P06213
O00548	Q9H488
B0LPF3	P20963
Q96ST3	O15294
P54259	P54259
Q5T5H7	P23560
Q05C41	O00401
Q8IUX2	P02649
Q13526	Q8TBK6
P11308	P11308
P21980	P09211
Q9UHF4	Q9NYY1
A8K3M3	P06213
O00165	O95342
Q9NQC7	Q7LBY6
Q13526	Q8IZ52
P09429	Q14469
O60383	Q96HD1
Q6XZF7	Q16643
O94759	Q9Y210
D3DWS3	Q96LR2
Q99683	Q7Z554
P33991	P25205
D3DTT3	Q16637
Q969H0	P24864
Q8WX92	Q6FG41
A6NLR5	Q8N6Y0
Q5SGD2	O43318
Q8IYF3	A8K171
B3KTR4	Q13485
P52815	P52815
Q71SY5	P51610
P35240	D3DRY4
P55197	P55197
Q8TEL6	Q15628
Q7L5N1	D3DPS8
Q8NCR6	B0FWH2
P48357	D3DNW6
P50613	Q9BSD8
Q8IWT3	Q3LRW3
D3DUR2	Q5STB2
P35247	P35247
Q14764	Q5T5H7
Q9H3R5	Q9H3R5
Q08345	D3DVK1
D3DSI7	D3DSI7
Q549F0	B1AK66
P20963	P20963
Q9UKX7	A8K3Z8
B3KW07	P40337
Q05655	P25098
O43187	Q547Q3
Q9Y371	Q9Y371
Q5BKU3	D3DU69
O75530	O75530
Q08345	D3DV56
O43918	O43918
Q6ZVK8	Q5TCZ8
Q13094	A8K4G2
P02775	A8K9A6
Q6FI14	Q93062
D3DN49	Q9P2H0
Q9H633	O75818
P21980	D3DRY4
P56537	Q96B36
Q3LRW3	Q00987
Q9UBQ5	Q6IB98
Q99466	Q99466
P38432	P61289
Q05586	P36507
Q6MZM7	Q53ZZ1
Q9UGI8	Q96AF9
P05783	Q8IYI6
P18583	Q05C41
Q9NPR5	P19174
D3DVM9	D3DX67
O60232	Q99832
Q643R0	Q643R0
Q15139	Q02156
Q53QV7	A5JUU5
O95169	Q9HA31
P08574	P99999
P05129	Q92686
Q8N2G3	Q96FF1
P62316	Q53YD7
Q12904	P25705
O43422	O43422
Q9BQY4	Q9NYH9
Q12802	Q5T5H7
Q969H0	P01106
O60381	Q96ST3
P52943	Q12923
Q71U36	P01106
P07766	B0YIY4
P50440	P50440
Q6IN79	P51948
A8K9S7	Q9H8Y8
Q99689	Q9NRN5
P53350	P14635
Q05C41	D3YJ43
O43521	P10415
P14920	P19801
Q53XR6	Q5T5H7
Q99697	P26232
Q9H9Q4	Q9H9Q4
D0E2W4	P16871
Q4VBA3	D3DP85
Q5VST9	P16157
P21583	P19235
O75381	Q9UKY1
Q9UNS2	Q5HYH4
Q6FG38	Q6MZM7
Q9NQR1	Q9NQR1
D3DWI4	D3DWI4
Q5TCA8	Q5TCA8
Q9UNE7	P55036
P42701	P29460
Q9UGI8	Q8N8S7
Q96FF1	O75170
P98160	D3DSD3
Q96A47	Q96A47
D3DUS5	P28907
Q9Y2S7	A4D2J4
Q92989	O43809
Q92956	Q5STV3
Q14498	Q13838
Q9Y5N6	Q13416
Q16254	Q14186
O60760	O60760
D3DVM9	P06213
P49848	Q5JPT6
Q6P5Z2	Q13393
P38432	Q9Y6D9
P30086	Q5VU97
Q5T6G6	P55210
D3DN92	Q9P2H0
Q07889	P19174
Q7L590	D3DT31
P21246	D3DVI4
O75352	B0FWH2
P55345	P06401
Q14CW9	Q96T21
D3DTE2	P21246
P16070	Q13477
Q9UQ80	B3KWG5
P41222	Q96FF1
P04070	P04070
O43752	A8K287
Q8NEB1	Q8NEB1
Q9UGI8	Q9Y615
P19256	Q15011
Q8TDM6	P26232
Q9BUQ0	Q13137
D3DTT3	P21246
Q8N754	Q53ZZ1
D3DV37	Q5T3J3
C9JL99	O14737
D3DS33	P23458
Q14457	B3KWD0
D3DR83	P62277
Q5TCY1	P47710
O15315	P07305
O43427	D3DVV8
D3DTM2	D3DTM2
Q86XR5	P22303
P52655	B2R506
D3DV85	O95084
D3DVV8	P35568
Q9UQB3	P49768
Q8IYN9	B0LPF3
Q6PE48	Q6PE48
O60934	P49959
P49768	P31150
A2RUM7	D3DTP2
Q13477	Q13477
D3DUD5	Q9Y3C7
O14893	P08621
Q9ULJ8	P23443
Q08380	D3DRY4
D3DTH6	Q9P084
Q6Y2X3	Q53YY0
D3DSF9	Q9UBK9
P25963	P04792
Q8WVD2	B3KMS9
Q9NUA2	P06400
B7WPD3	Q9H765
B3KRE0	B3KRE0
Q9BQY4	Q15038
P47929	P47929
Q9NYM9	A4D2J0
P80108	D3DT84
Q2TNI1	Q53YK7
Q8WUJ3	O75051
B1AHC8	P16284
P35243	P25098
Q8NB91	D3DT47
B1AHC8	Q14687
Q6FGR6	P62487
B1AHC8	Q96P48
Q99459	Q5TEJ4
D3DSH6	Q4LE28
P45973	P08865
Q969J3	Q9UHX1
Q9Y5X1	Q07912
P43364	Q92530
Q96EF6	D3DQ97
Q9BQA1	P62306
P52434	P19388
Q96FF1	Q96K80
Q14008	O14965
Q4W5C3	P17936
D3DPT4	Q9NQS7
D3DTH5	D3DP62
D3DNI4	Q9BQD7
P09211	Q9NRX1
Q6FGR6	B3KNI7
A2RU94	Q5T3J3
Q86XR7	D3DR16
Q9UKT8	D3DWG3
A8K327	Q2TNI1
Q9UQ90	Q5T3J3
P78527	Q3LRW3
Q15744	Q53YD1
Q5VWK5	O60674
Q53XS4	D3DSF0
P78396	P10244
Q16649	Q01658
Q6IQ28	P19235
O95049	Q16625
Q8NI77	Q8NCQ8
Q14919	Q6ICV4
Q9UBZ9	Q9Y253
Q9BQY4	Q9Y2Y4
Q9BX70	Q5RL73
B3KQ49	Q9Y3Q8
Q5STP9	Q6I9R7
D3DTT3	P52948
P27694	Q9H1I8
B3KWD0	P35869
D3DWF7	P23458
P08572	P08572
Q59H18	A5YM48
O60683	B4DZ45
P98160	B3KNI7
Q9H9Y6	Q15653
P21246	O00303
Q9NYV6	Q15572
A8K6I5	P51813
P06400	Q00987
Q5T178	Q6I9V6
Q13042	O60566
Q16718	Q15038
Q13442	P04085
B3KWD0	O14746
P01138	P08138
Q8N8L9	P83436
Q8N488	Q13158
P23610	D1CS21
P58549	P58549
Q53QS9	Q92905
P05129	P30086
D3DRY4	Q9BWR0
A2RU94	Q70J99
Q53XR6	P26232
Q8WV02	Q8WV02
Q96FE5	P08138
A6NG32	A6NG32
D3DTN3	Q8IYF1
Q3LRW3	Q6IN79
Q71U36	P37840
Q96FF1	Q03989
Q92990	A1L467
P21127	O95251
D3DX67	Q7LBY6
Q96JY2	B1AK66
Q9P2M1	Q9BWF3
Q7Z497	B1AK66
P02647	P02647
P62308	P62304
P78527	Q8WXE1
D3DQE4	Q9NUA2
Q5U079	Q5U079
P13010	Q58F05
O75558	Q96QD8
B3KT07	O00231
Q15544	P49848
P08575	P35568
Q9NSE2	Q04759
Q92572	Q53Y63
Q6IBC8	P10827
Q9NUA2	P26232
Q9UGJ1	Q96GA7
P51685	Q92583
P07858	P02649
Q9UQL6	D3DVC0
P61289	Q6ZVK8
B1AHC8	Q86X76
O43422	A8KA82
Q9Y3F4	O43541
D3DSD5	Q59FG9
Q05DA9	Q99750
P11274	P19174
P25705	B0FWH2
Q9BTV7	Q3LRW3
P19397	D4HNR6
B1AHC8	P05386
P20366	Q8TER5
P61604	Q5T3J3
Q6PGQ7	O14965
P46940	Q12904
P20292	P09917
P60484	Q2TNI1
Q6MZZ3	Q5TZP7
Q99608	Q99608
Q53SU2	D3DQX0
P31785	D4HNR6
Q15102	Q9GZR7
Q13618	P24864
O95639	Q6UN15
Q59H88	Q59H88
O95870	P35354
Q15102	Q5T3J3
Q9NR46	Q9Y371
Q9NZR2	P00750
Q9Y5K6	Q9Y5K6
C9JL99	Q4LE28
B2R5Q7	Q9NPR5
A8K9G7	Q53T66
D3DTE2	Q9H7U1
P23508	Q15653
Q15517	Q15517
D3DNW0	Q53QF9
B2R4R9	Q53YD7
Q96F31	D3DR83
Q13425	Q8N754
O00267	Q9UHR5
Q13094	D3DRQ5
P29122	P20930
Q15650	Q15650
Q16254	Q6IN79
O15234	P38919
Q15648	Q3LRW3
P35372	O60437
Q9GZN7	Q7L5N1
Q5RKV6	Q9NPD3
P01137	P18564
B3KNN6	Q504W6
P49137	Q8IXK0
P00734	Q16613
O15304	Q07817
Q96SD1	P78527
Q07912	Q6UVK1
Q86U90	D3DW31
Q86YV9	D3DQX9
P25205	P24928
P08047	P23511
Q13485	O00231
Q5W0A3	D3DSD3
D3DVV8	Q16543
Q15544	P21675
B2R5Q7	P18827
Q6IAQ7	Q6IAQ7
P24071	Q9UKJ1
Q4JHT5	P61073
Q6GMQ3	Q8IXK0
Q9NP98	Q96T60
Q99459	Q13416
A2RRP8	P21941
Q05516	Q9Y2Z9
Q9UKD1	D3DU69
Q9BVS9	P07305
Q15466	Q9NUA2
O75444	O75444
Q969L4	P83369
D3DN99	Q15506
Q9UG98	P16401
D3DRK2	D3DRK2
Q5T124	D3DP95
A0PJH2	Q7L5D6
O76083	O76083
B4DIW5	Q6UVK1
A2RUM7	Q9BVS9
P10124	P02768
Q8WUA4	P06400
O14579	D3DQX0
Q9BUZ4	P08138
A2RU94	Q5RL73
D3DQQ8	O94989
P24928	Q16587
Q53YY0	D3DRD0
Q6FI05	P49715
Q8TF74	Q6XZF7
Q643R0	O14965
Q8NEF3	Q96LR2
Q14686	P37231
Q14687	Q5RL73
P82979	Q13838
Q9UKW4	P19174
Q16236	Q8TD26
Q3LRW3	D3DQY2
Q9UQB8	Q6URC4
Q6IBH0	Q6IBH0
Q13485	Q96PU4
O43557	O95407
D3DV56	Q53YD7
O43914	P43403
Q15910	P04844
D3DU69	P36956
Q56A79	P08047
Q53XR6	P35556
Q8WYP3	O00499
Q9BY67	B3KNI7
Q53QS9	Q13098
Q99816	Q00987
D3DSE0	Q6FHM8
P25786	D3DQQ8
O14745	Q53Y06
Q86XT2	O14964
D3DVV8	Q9UD71
P37198	P49790
B1PS44	B2R812
Q9NR28	D3DUR2
A8K4G2	Q15139
B7Z2Q9	Q3L6K5
O95813	O95813
Q6FI14	P23942
Q6FI00	P26232
P24928	Q9UKF6
D3DU69	P04150
P30304	D3DTH5
Q9NUA2	Q5T5H7
Q5TAL4	Q01844
B3KU66	Q8WUM5
B1AKZ4	Q14790
Q9Y6X8	Q9UKY1
Q9UBB5	Q9UBB5
Q9GZZ7	O60542
A4GUK5	Q9UKY1
P38435	P00734
D3DSZ1	Q8N5H7
Q8WUW1	Q9Y2A7
P18850	P18850
Q15628	Q59H88
P0CG30	P0CG30
Q9Y2I6	Q7L8J4
Q9UMS4	P04053
P00734	Q2TU77
Q8N589	Q07812
P21817	P21817
Q9NPD3	Q13868
Q12830	Q14145
Q4W597	Q8WYA6
P54259	Q99698
Q9NWA0	B2RU05
Q13137	B3KQ49
P23025	P27694
D3DPM5	Q15544
Q13393	Q13393
P10767	P11362
Q15637	P26368
O43464	Q9NR28
Q01826	Q01826
P29375	P11473
Q16625	Q13485
P41214	P22303
Q53XS4	P36888
P06213	P20936
P47804	Q96EK5
B3KTV4	B3KTV4
P08519	Q6MZM7
Q5TZN3	Q5TZN3
O14920	Q14790
B2R8X8	Q53XS4
Q15788	Q6FG41
Q8N5P9	Q05516
Q8WYP3	Q8WYP3
P0C869	B0FWH2
P43246	Q4LE28
P99999	P10109
A2RU94	B7Z2Q9
A4D0W0	P37837
Q14025	B3KM80
Q15648	Q9NUA2
Q99832	Q9Y3C7
Q53T66	Q5RL73
Q05DA5	Q14247
Q06190	P28749
P43403	O43561
Q13228	Q9Y3C7
P08047	P40337
Q7L5N1	P04150
O15392	P55210
Q7L5N1	P14174
Q9H9T3	Q547Q3
Q12802	D3DTH5
Q9UKA2	D3DQ97
Q9Y566	Q9Y566
B3KY45	Q16236
P06734	Q53EL2
P36957	Q8WVM8
C1K3N5	D3DUR1
Q15648	Q15648
Q96FF1	Q96RK0
P38432	Q59GT2
P02774	Q5T3J3
Q8WY44	Q8WVD3
Q9NZH7	Q9NZH7
B3KS52	P04626
D3DWS0	Q02156
D3DTS0	Q14204
O43491	Q53XJ5
Q02156	Q02156
Q13042	Q53XR6
Q53QS9	Q53QS9
P40763	P40763
Q9BZB8	O60333
Q13237	Q01970
Q5U079	P15407
Q9Y4Y9	P62310
Q86VK4	Q6EEV4
D3DTH6	A8K6I5
A8K107	D3DRX1
Q7Z5W6	D3DRY4
Q3KN84	D3DTH5
D3DRS0	D3DRS0
Q9NPI9	P78508
P25054	P46940
Q5XPI4	Q9BSL1
P43364	Q9H788
A8K107	D3DTN3
Q6FHQ0	Q6IN79
Q92614	Q8IWL2
Q9BVM2	Q9Y230
B0QYN1	D3DQU0
Q99698	D3DTT3
Q4JHT5	P06213
Q9HA84	Q9BTB0
Q8NFW9	A2RU94
Q8IYF3	Q8WW14
B3KRN9	Q5STV3
P19544	P26368
P49137	P09917
B2R812	Q12955
Q13200	Q13200
P55211	P06400
B3KQW8	D3DU00
D3DNW0	Q96C06
P06400	Q02962
O15444	Q9NPB9
P78396	B1AHC8
P62318	P62304
Q92624	Q15050
P62995	P08138
Q53TN1	P08575
O43598	O43598
Q6MZZ3	B0LPF3
A8K6I5	P14784
Q6IB64	D3DTJ6
Q6ZVK8	Q14687
P49418	D3DU00
B3KS06	Q8N1B4
Q96S95	A4D2J9
Q8IY97	P08247
O15169	O75197
A2RUM7	Q92973
Q15397	Q86YV9
O43809	P08621
Q13158	B2R4P8
O43929	P49736
D3DS33	Q9NTK5
Q15788	P35869
O43157	A1L467
O75553	D3DRH6
O00254	P00734
Q00587	Q93062
A8K107	Q9NVF7
D3DN75	D3DN75
O95751	Q7L190
O15230	Q59F16
D3DQH4	D0UFD4
A8K107	A8K107
Q15696	P26368
Q59EH3	P06213
B2R5Q7	P39086
Q99459	B1AHB0
Q59FC3	Q6ZVE6
Q5VYV5	P01137
O00459	A8K4G2
Q6VY07	Q13563
Q0VAC9	P28069
O43464	P47710
D3DRT8	P78346
B3KU54	Q9Y3Q8
P13984	P53567
Q59GV6	Q6T4P5
D3DT31	D3DRK2
Q9NVU0	P05423
D3DTN3	P49407
P61073	P61073
Q4V328	Q4V328
P13984	P13984
D3DQI8	O75175
Q5VWK5	Q9NPF7
Q9Y2I6	Q7L590
Q9BV73	B3KNI7
Q5STP9	Q5STP9
P40189	P26992
P52434	P36954
Q53XR6	Q7Z6Z7
P30039	Q9Y3F4
P0C1Z6	Q5TZN6
D3DQP4	Q13387
Q6FI00	Q6IN79
O43707	Q5T0I2
Q9Y3C5	Q96GG9
Q6PD56	Q9BYC9
Q4JM46	Q9Y3C7
Q6UWE0	P49840
Q99547	Q9NP97
P04004	P02679
B3KNK9	Q9BQ52
Q15906	Q13137
B4E1E6	P42680
B3KS52	P39086
O95218	O95218
Q53RS0	A4D1F7
B3KQY7	Q99759
Q6PIS6	A8K5N0
P01042	D3DSD3
P52926	P19838
P55212	Q658U1
Q2L6B3	Q4ZG40
D3DUS5	P08575
Q6ICS3	Q6ICS3
Q8TDD1	P06401
P56749	Q59GV6
D3DWA3	P22314
Q6PHZ7	O14920
P11473	Q9Y6Q9
Q13485	P46779
Q15124	Q6LBS5
Q96JH7	Q13190
Q9BVS9	P35658
Q96EZ8	D3DP42
Q15628	Q13114
Q99576	Q6FG41
O14964	Q96LR2
Q99715	Q99715
Q99741	D3DRK2
Q5VVD0	Q13867
Q96IZ0	Q59FP9
D3DNI4	Q9H0I3
Q9H0E3	Q4LE39
Q8NFF5	Q8NFF5
Q86UL8	P54259
Q16667	P49715
Q7Z322	Q6P1J9
A2RRE3	Q6I9R7
P42768	P42768
P23610	P42858
O60683	D3DVE7
Q03393	Q03393
Q01844	O96019
Q86VG2	Q86VG2
P50453	Q9Y4G2
A2RUM7	B0UXA9
Q9UF11	P63211
A4D1G0	D3DRK2
B3KWD0	P98177
Q53ZY6	Q53ZY6
Q6ZW49	Q02962
Q5IT36	D3DUS5
P20936	A8K4G2
Q16659	Q16659
Q59H48	P20963
Q7LBR1	Q08945
P51825	O43255
P04629	Q13501
Q96A98	Q96A98
P01106	P28749
Q86SW9	D3DS33
Q53XR6	Q2TU77
P55212	P61289
O14965	O14965
P35568	Q93084
Q9NVH6	Q9NVH6
D3DRY4	Q59FG9
Q9Y6Q9	Q9Y6Q9
A8K327	B0LPF3
Q53XS4	D3DN49
